,company,location,dates,job-title,summary,pros,cons,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,helpful-count,link
0.2619978483621,netflix,"Hillsboro, OR"," Jun 3, 2010",Former Employee - Customer Service Representative,"Smart People, Poor Management","Pay 14 bucks to start Free Plan Super Smart team mates. Leaving my team was the worst part of loosing my job. They were all smart, witty and funny",Fear based management No rules or policies No paid time off  My first TM (team manager) spoke to me for a total of 10 minutes during my first 6 months there. She was fired without explanation after 360 reviews. My second TM was present during all team meetings but was usually busy on a laptop IM'ing with someone else rather than participating.  Even during my firing she was on her phone texting. I was given no information outside of a prepared packet and was asked to sign zero paperwork. I was escorted from the building like a criminal and the only reason anyone knew I had left was because of a pre-written email I was able to send when I returned to my desk to gather my things. Fear for your job makes you write an exit email months before you loose your job,Speak to your employees! Don't treat adults like they are children. TM's should give Supervisors the ability to make decisions about their teams rather than having to go through multiple people to get an answer. Give good feedback along with bad. I only received praise about awesome statistics when I brought it up to my supe. Realize that the pool of people in Portland is dwindling and people are aware of how bad the conditions really are. No amount of free mac and cheese can bring in the masses.,2,1.5,none,1,3,1,7,https://www.glassdoor.com/Reviews/Netflix-Reviews-E11891_P58.htm
0.75125978366362,microsoft,"Vancouver, BC (Canada)"," Jan 24, 2018",Current Employee - Senior Development Engineer,"Great place, re-orgs are a pain",Opportunities are endless Management chain is top notch Tech is current and leads the industry Lots of budget for training Great people The Garage! Pay is very good.,Re-organization happens a bit too frequently You may not end up in a sensible place after a re-org Not particularly remote-friendly,Allow remote work to grow and thrive,4,5,5,5,5,5,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1319.htm
0.555392858580702,amazon,"Seattle, WA"," Jan 17, 2015",Current Employee - Software Development Engineer,A big company with several opportunities,- The emphasis on being agile like a startup provides a great learning experience for junior developers - Amazon being involved in so many space you can usually find a job in a domain of your choice - Many teams are intentionally small which allows you to play a bigger role and be more productive,"- The company being too dynamic there is lot of churn in employees. If your manager changes, you need to prove yourself again which can be demotivating after few years - Delivery goals for some teams can be too aggressive and might cause burnout. - You have to manage your own career.",- Pay attention to individual employees,4,3,5,5,4,3,1,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1493.htm
0.172888921826067,apple,none," Mar 16, 2018",Former Employee - Apple At Home Advisor,Poor Experience,I really can't find any.,"I cannot recommend anybody to work at Apple whether as an Apple Home Advisor or working in Cork in Customer Service. Many things went wrong for me there. Below is the list:  - I was confirmed that I was hired by mail, then I was highly praised by the recruiter on the phone for that (it really sounded like fake congrats to me). I was told I would be contacted in the next 2 days. I got no news for 3 weeks. I kept calling and I could only reach the voice mail. Then when I wrote an email, I was told I should contact another contact person which I did. The new person in charge of my integration apologized. I didn’t know at that time it would not be the only problem I would have with Apple.  - Then came the equipment delivery story. As I wanted to take holidays before starting I wanted to know when the equipment would be delivered. I always got vague answers per mail like “we will send it next week” without further information. The problem in the company is that the recruiters (except the Recruitment Managers) calls with concealed numbers so you cannot reach them on the phone.  - Then, only a couple of days before starting the job I was asked if I could work with German language instead of French as they had a big need for German speakers. I refused as I started to be pissed with the lack of professionalism there.  - When I started there, even if I hadn’t high expectations, I could not expect that I would have such social outcasts for colleagues. I know how bad it is to talk badly about colleagues, I don’t like that, but it is good to know with whom you will potentially work if you take the job. In our team, one third of the team were very fat people (I do not make fun of them), one third are poor geeks crazy about Apple and other people who just look suspicious when you see them on camera (some appear with hoods, or other just refuse to appear on camera, etc). You just have the feeling that they decided to work from home to hide from the outside world. Most of them made me feel quite uncomfortable sometimes. We were trained by colleagues and managers based at Cork office, they were just like the same I had for colleagues (see above), people who have been living in Ireland over 6 years and who still speak an awful English…  - It is also important to mention that the job itself is completely uninteresting, extremely repetitive and that you do not have any leeway. Everything is scripted. We are quite far from the so-called creativity touted by Apple. This is just fiction.  - Then came the payslips problem. At Apple you are paid monthly. I was not paid for 2 months, yes it is! And it seems it happens sometimes there, so be prepared if you go there, get enough savings or you may end up on the streets!  The reason why I was not paid on time was because I entered the bank details too late. That was the first explanation from a not nice guy from HR which refused to give his first name that I asked only for a follow-up and not for complaining about him... Calling a second time I was informed that “Too late” meant that I entered the bank details only 1 month before due date… Yes, 1 month is not enough… They recognized that it was not normal, they apologized, they told me they would investigate blablabla… All this is not really serious but nothing is really taken seriously at Apple it seems.  - I was paid on Emergency Tax because I did not enter the PPS number in the proper format. I was informed about it but I could not get a fix about what the proper format is, nobody could tell me even when I was still working there. Nobody thinks outside the box. Scripts. Scripts. Scripts...  - Otherwise, I am still struggling to get all my money back and it takes a lot of effort calling Revenue to explain them that weird case.  The problem with Apple is that they are based in Cork and not so many people want to go there, so they have to go with what they can get.  Some bad reviews disappeared since when I saw them before applying for Apple at Home Advisor. I cannot say why. However, many companies in Ireland ask their employees to make nice reviews on Glassdoor so...  This review only reflects my experience, it may be different for you.",- Look who you hire. - Look how you hire. - Improve your internal processes. - Let people think out of the box,1,1,1,1,1,1,3,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P1060.htm
0.638580434278513,apple,"Edina, MN"," Jan 6, 2018",Former Employee - Manager,Minnesota passive aggression towards people of color,"The team you lead will be the most rewarding experience of your life, they will teach you priceless lessons and you will become the leader you were meant to be","I was terminated for “misconduct” long story short I defended a fellow manager and employee from a customer who was claiming we are racist (mine You I’m a person of color as well) he ended up calling our corporate office and it lead to my termination, I assure you I did nothing wrong, but better to sacrifice the one manager of color, then stick up for him doing the right thing.","Try to put yourselves in the shoes of a person of color, who has seen aggression you can’t even imagine, and try to fight for us when we need you most",2,5,5,1,5,1,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P139.htm
0.135016876095702,amazon,none," Aug 4, 2016",Former Employee - Anonymous Employee,Ambassador,Working with a very very diverse range of people for great leadership with many may ways to escalate to a higher position,The long tiring hours strength,none,3,3,4,3,2,2,1,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1092.htm
0.476363268086468,amazon,none," Sep 12, 2017",Former Employee - Anonymous Employee,Senior Project Manager,great environment to work at,bad seniors- racist and rude,none,1,2,3,4,4,4,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P698.htm
0.114113402760618,microsoft,"Redmond, WA"," Sep 30, 2010",Current Employee - Test Manager,"Good people, poor managers","Cool products, great tools, great perks.","Hard to get ideas to improve processes heard by upper management When a good idea does get traction, upper management takes credit for it.",Make (specific and relevant) management skills training a requirement for each promotion on management track. Make staying for one year the minimum for each upper management position. Have a on time/on budget award system in the product groups.,2,2.5,none,2.5,3,1,1,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1111.htm
0.647284946647444,apple,none," Oct 10, 2017",Former Employee - Anonymous Employee,Great,Fun designing cutting edge phone products.,Long hours at times near ship.,Keep up good work.,5,5,5,5,5,5,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P171.htm
0.058729510903104,amazon,"Henderson, NV"," Jul 31, 2016",Former Employee - Delivery Driver,Flex driver in Las Vegas UNLV1,"The money that is just about it. The ability to make your own schedule as well, and chatting with Rusty who is cool as heck","Constant ware and tare on your car. Constant construction going on so have to drive more just to make deliveries on time. They will terminate you even tho you have a reason why with police records, hospital records, or etc. I has my car broken into so my phone, cash, and other things was taken. I had no idea that I had to be at work on Sunday which was a new week. I have a police report on Saturday. I received an email from amazon telling me I missed my block and etc. I responded with my reason stating allow me to make it up. They responded telling me it will not reflect on my rating. I went into work that Friday 8hr drive day. I go home get another email telling me I was terminated for missing deliver blocks. So I work and they fire me after telling me I was okay in a prior email. Going to labor board and attorney to seek damages with my police reports.",There are no managers to speak too. Only email.,2,5,1,1,5,1,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1096.htm
0.511418339982168,amazon,"Seattle, WA"," May 19, 2018",Current Employee - Software Development Engineer,Software Development Engineer I,Fast growing and learning environment,Too much competitive environment and politics,none,4,3,4,4,3,4,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P262.htm
0.804260108871109,amazon,"Seattle, WA"," Aug 19, 2015",Current Employee - Senior Marketing Manager,Great for short term career move,"Fast paced, provides great sense of ownership and sense of accountability. Ability to influence business and PnL. Get to work on some great technology/business products and influence the road-map. Interact with many divisions across Amazon and build strategy.","None of these are cons but 'dimensions' choose from while considering Amazon.  Work Life balance - Constantly engaging environment and it is hard to turn off. You will have work on your mind constantly.  Career Development - Your career is in your own hands and though everyone is encouraged to have a mentor, there is very little actionable output from it given everyone is always so busy. Your growth is dependent on your manager and your relations with him/her.  Very team dependent culture - There are some teams in start-up mode and doing cool things - which is great and exciting to work for. While some teams are now operationally heavy and are big businesses in themselves but still try operate like a startup (hang over from the quick growth) with low head count or have hired at a crazy pace with very little consideration for team dynamics. It can be confusing and stressful to work there.  How much support you will get to ramp up - You will need to figure out what to do irrespective of the team you join with very little direction because there is a lot of tribal knowledge, lack of proper documentation, and also the dynamic nature of the job. This again varies from team to team.",Think if the hiring to raise the bar is actually working or even possible at the rate at which Amazon hires. The 4x increase in head count in the last few years and all presumably better than the average employee at that time is hard to believe - especially since Amazon is such a unique business that it is hard to imagine a person who is 2 years into Amazon would be a lesser of a performer than an outside hire. Provide opportunity to grow from within which has been lacking.,3,2,3,3,4,3,8,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1354.htm
0.254184172835896,amazon,"Seattle, WA"," Jul 28, 2015",Current Employee - Software Engineer,Depends on the team,"First if all, as with most big companies, your experience at Amazon will vary greatly with your business unit, and your team. Mine are great.  I work in the Kindle org, and overall it's a great place to work.  The work is definitely interesting, I've worked in backend systems where the challenge is reliability and dealing with big data.  The work-life balance is great, and I almost never spend more than 9 hours at work. When I do it's almost always because I'm working on something that's really interesting to me and I just want to get more done that day.  I really buy in to the whole customer centric thing. We really do make choices that we thing would be better for the user (than the alternatives) even though it may be more painful for us in the short run.","The requirements still change very often and you'll find your sprints often interrupted with something that just HAS to happen.  The company of so huge that there is often overlap between what different teams are doing. It can help to just get things done quickly, but often it seems like a waste when one of the solutions is eventually discarded.",Keep the company culture alive. Recently I've been noticing more politicking going on - don't let yourselves turn into a bureaucracy.,4,5,5,4,4,5,1,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1374.htm
0.833848757555528,google,"Gurgaon, Haryana (India)"," Jun 30, 2015",Current Employee - Anonymous Employee,Great place to work,"Great benefits in office and beyond, food and healthy snacks, great collaborative spaces, lively culture , smart peers to work with",Compensation is not the best while Google aspires to hire the best talent in the market. The hr team tries to reason but sitting outside country does not help,"Better comp and getting hr folks to be in country to understand the ground reality of the market, to ensure that the right talent is acquired and retained",4,4,4,4,3,4,1,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P679.htm
0.631236973827312,amazon,none," Mar 30, 2012",Current Employee - Anonymous Employee,"Amazon is fast paced, demanding and empowering.","Customer oriented, Lean concepts applications, innovative.","Too fixated with military, automotive or engineering background. Managers right out of college lack basic leadership skills. Strike a balance between proven experience and young talent.","Watch overhead. Question management levels in Seattle. We need to be lean as we grow, especially as a low price company.",4,1.5,none,4.5,3.5,3,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P2601.htm
0.503657008486843,apple,"Cupertino, CA"," Aug 12, 2010",Former Employee - Anonymous Employee,"Good, but hard work.",Good corporate culture and learning.,Long hours. Company is driven by brand marketing rather than engineering.,Listen to employees.,3,2,none,3,2.5,3,1,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P957.htm
0.573747555194597,amazon,"Glendale, CA"," Jul 8, 2018",Former Employee - Field Technician,Field technician,In the beginning it was amazing to be a part of this great team but everything became really numbers driven where they really did not care about the employee experience.,The driving for this company is insane. They need to have company vehicles for the employees and they also need to have some kind of business insurance for driving your own personal car. Don’t expect to get raises in this role it’s been two years and they still have not given a single field technician a raise.,Learn to treat everybody equally and stop always blaming people before finding out the whole story. Have respect for their employees that worked underneath you and do not talk badly about other employees with other employees on the same team.,3,1,1,1,2,1,3,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P204.htm
0.896265568972617,amazon,none," Feb 8, 2018",Former Employee - Anonymous Employee,Good,Friendly staff and clean area,No teamwork between associates and managers,Be a better team,4,4,2,3,4,3,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P393.htm
0.707373060494927,microsoft,none," Jul 16, 2017",Former Employee - Anonymous Employee,Marketing Manager,"good salary, benefit, name value","job security, too competitive, too much workload",none,4,none,none,none,none,none,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P179.htm
0.102771677680003,apple,none," Oct 19, 2018",Former Employee - Anonymous Employee,Awesome Environment,"amazing co-workers, great atmosphere, flexible time off",A lot of training.,none,5,5,5,5,5,5,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P19.htm
0.768683120529298,apple,"Austin, TX"," Oct 19, 2016",Current Employee - Carpe Facto Advisor,"Fantastic company, amazing team","Awesome coworkers, plentiful growth opportunities, great benefits, casual dress, awesome environment",Bi-yearly schedule change with start times ranging from 7am to 1:30pm,Keep doing what you do!,5,5,5,5,5,5,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P344.htm
0.230599656249783,google,none," Jul 24, 2018",Former Employee - Anonymous Employee,CSSI Summer Intern Review,Great benefits. Smart people who are willing to help you.,"Big company, not as big of an impact.",none,5,none,none,none,none,none,0,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P31.htm
0.780295786058537,amazon,"Seattle, WA"," Jun 16, 2008",Current Employee - Software Development Engineer,"An okay place to work, has it's issues, but also has its positives.","There are lots of varying opportunities, some really smart people, and the problems they are trying to solve are huge.","The management, lack of office space, the management, poorly executed products, insular teams that are so overwhelmed their first instinct is to push back on any request, lack of communication, lack of QA, no real documentation of any kind, and lack of a standard development platform.","Promote and hire from within, don't be a jerk to other teams, own up to your software, look to the long term and not the short term.",3,2,none,3,3.5,2,1,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1753.htm
0.499105870632297,facebook,"Menlo Park, CA"," Mar 15, 2018",Current Employee - User Researcher,Poor work life balance and management,Smart colleagues and exciting projects. Opportunity to see your impact at scale.,"Over the past year I have seen the culture deteriorate due to unrealistic expectations in performance and competitive team mates who are primarily focus on their individual impact at the expense of collaborative impact. Quality in work is deemed as critical (which is good) but there is a ""I want it done yesterday"" mantra which is burning out some of the best researchers.",Take care of your team. Watch for signs of employee burn out and do something about it.,3,1,3,2,3,2,12,https://www.glassdoor.com/Reviews/Facebook-Reviews-E40772_P20.htm
0.674054687109711,facebook,"Menlo Park, CA"," Dec 8, 2016",Current Employee - Software Engineering Manager,FB: Hard Problems and Fun People,"It's a social networking company so it pre-selects for social people. Most of my coworkers want to be friends in addition to colleagues.  The scale is amazing: it's exciting but also humbling to sit in a room and talk about how 1B will use our product.  With that scale comes the requirement for precision in algorithms, data structures and code clarity that I've never experienced before.","Being very data-driven can push out more sentiment-based projects and sometimes puts too much of a burden on teams to identify exactly the right metric to optimize for.  Tooling for developers is improving but with such a large codebase and so many developers, creating a branch, making a change and building can take a long time. This is especially true on mobile.",none,5,4,5,5,5,5,0,https://www.glassdoor.com/Reviews/Facebook-Reviews-E40772_P49.htm
0.163843000724049,apple,"London, England (UK)"," Dec 18, 2017",Current Employee - Apple Genius,More sales-y every day.,Great people Ok pay once you get to Genius level Some stores have lovely layouts You get certified training that to other companies is seen as an amazing thing (only as a Genius) Feedback culture You’ll make friends for life Great free food on occasions Stocks programme Health and dental care packages,"Some stores have terrible layouts Products and software for use on the job don’t work often Metrics based work, and getting even more metrics based as the years go on Progression can be slow unless you talk about the role you want every day and badger managers Very high pressure Emotionally draining Physically draining Sometimes people don’t even get a chance to drink water unless they’re on their break A lot expected of you Culture can be a lacking feature although this can be said of many companies but Apple could still do better Shift patterns are all over the place and your body never knows when to sleep (only in certain stores that are open long hours) Business expectations have changed dramatically over the past two years and people are being paid less and everyone in the store is expected to be a sales person driving business and goals for the business even if it’s not relevant to the customer in front of you Micro management from other employees working hard to get a promotion Training used to be amazing and now it’s the worst I’ve ever seen/done Less quality hiring which means less quality work overall You are the face of having to charge customers ridiculous prices for repairs and telling them it’s going to be a long time to repair it too and you’re still expected to make every customer happy You get marked on customer feedback even if there’s nothing you could have done to make the situation any better",PLEASE start hiring quality people with actual knowledge and be brutal with probations. You’re not doing anyone any good by trying to invest in crap people. And please change Genius training. The role has lost all its grandeur and title by having the training in store with little or no help to become the best Genius you can be.,3,1,3,2,4,3,4,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P1069.htm
0.580298372683967,amazon,Chennai (India)," Jan 6, 2016",Current Employee - Anonymous Employee,Depends on your Luck,I got into bad team but many teams are good. good working environment and people.,but solely depends on your team. I have seen bad teams,none,4,1,3,3,3,3,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P2442.htm
0.706976038884707,amazon,"Seattle, WA"," Nov 22, 2017",Current Employee - Program Manager,Good company but experience varies hugly team by team,"Lots of smart people. Good pay, able to work on big projects.","As amazon company gets from big to huge, the established businesses, mainly .com, value less and less on performance and results, but more on office politics and favoritism of management. So don’t get expect promoted from good work alone. U have to play games heavily that doesn’t add value to the company. So if u have good social skills and willing to suck up who u reporting to, come and join the company. U will do well by riding the past success of Jeff Bezos and fellow coworkers.","All company will end one day. Typically as big company becomes more and more like a government. Innovation and hardworking is being disencouraged by the system. So unless the brilliant Jeff can keep coming up with new business to subsidize the staggering system. all will end quickly. So please flatten the hierarchy, reevaluate your managment, cut off the redundant teams.",3,3,2,2,3,1,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P528.htm
0.122715432574873,amazon,"Seattle, WA"," Sep 6, 2015",Former Employee - Senior Manager,Senior Management,Customer centric company that is driven to satisfy customers. Worked with very smart and motivated individuals. The level of innovation was motivating.,Amazon tied a large portion of compensation to equity. At times the stock price fluctuations did not correlate to an individual's performance.,Consider adding cash bonuses after year two and adding more benefits.,4,3,5,4,3,4,1,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1337.htm
0.19455147234222,amazon,none," Nov 7, 2018",Current Employee - Anonymous Employee,disposable,"none, none, none, none, and none",they are constantly looking for reasons to terminate your employment,none,1,1,1,1,1,1,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P73.htm
0.967621789225346,microsoft,Bengaluru (India)," Mar 29, 2016",Current Employee - Product Marketing Manager,Marketing Program Manager,Good work life balance and you will be updated with the technology and changing trends,No opportunities to learn and grow for Contract Staff.,Contract Staff needs to be given opportunities to learn and grow.,4,5,5,3,3,5,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1491.htm
0.251878497910767,amazon,"San Leandro, CA"," Dec 2, 2018",Current Employee - Shuttle Bus Driver,Excellent,"Flexible, close to home no commute and very nice environment",Taking on a day by my self with out a coworker,none,5,5,5,5,5,5,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P7.htm
0.176122969771106,amazon,"Seattle, WA"," Sep 16, 2013",Former Employee - Anonymous Employee,Better for the customer than for the employee,"Amazon Services, a sales organization, is fast-paced and data driven. Be prepared to learn a lot and learn fast, or come already equipped with your MBA and cutting edge knowledge of retail, web, technology, and the intersection of all three. There is a direct line between performance and achievement, and for the most part it is a fair meritocracy. They are hiring many positions and growing fast. If you have a great idea and can prove its potential with data and then demonstrate its success with data, you will be a rock star.","Amazon is not generous with it's employees, either for salary or time off. Stock and bonus are great but tied to your length of employment. Keep in mind that the average employee only stays here 1.8 years and to reap the full benefit of bonus/stock you have to be there for more than 4 years. This organization within Amazon is very rigid in terms of the hours you work and being on site almost all of the time. Work/life balance is nearly non existent for anyone who wants to succeed in this culture. Most employees are in their 20s and 30s and there is a strong preference for young MBAs willing to put in 80 hour weeks. No matter what job you have, you will be required to also demonstrate proficiency in business writing and data capture and analysis.","Nurture employees with more training. Match funds for charitable giving. Create policies that support flexible hours and work from home. Increase base salaries rather than tie up earnings in length-of-employment bonus and stock. Focus on retention, not just hiring.",2,1,4,2,2,2,5,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1629.htm
0.57107460195397,amazon,"Seattle, WA"," Jan 19, 2018",Current Employee - Associate Contracts Manager,Amazon,Legal team is amazing. Brilliant co-workers.,"Business teams can be ""fun"" to deal with.",none,4,3,4,4,4,4,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P424.htm
0.981383321333495,amazon,none," Sep 26, 2018",Former Employee - Anonymous Employee,Amazon,Ein gutes Gehalt für banale Arbeit,Arbeit findet im Schichtdienst statt,none,3,none,none,none,none,none,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P2630.htm
0.025696973457079,apple,"Woodbridge, VA"," Oct 10, 2018",Former Employee - Specialist,Specialist at Apple,Great benefits for Part Time employees which most places don't have.,Management style and very sales driven (the culture was not like this when I first started working for the company). This ruined the unique experience of working at Apple.,Take care of your employees!,3,3,3,3,5,1,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P30.htm
0.316200579410607,google,"Mountain View, CA"," Jul 16, 2012",Former Employee - Global Partnerships Management,Terrible experience,"Google is an amazing company. Innovative, passionate, insisting and investing to stay young, and continuously trying to improve","Google sucks when it comes to bringing on board new talent with a strong and accomplished caliber and assisting its integration into the operations. Instead of making the younger and less experienced work-force absorb the experience and Know-How, Google embraced a weak and overly flat environment which allows the least experienced ones set the tone and fight off external Know-How and experience. That's not really a company that wants to change but rather a company that it suffers from massive turn-over in sales and business operations and instead of fighting it off with a confident infusion of experience operations leader, it created an overly flat and 'fuzzy' environment, where everyone is obsessed with trying to please others and be sweet on the expense of doing the right thing.","All this 'we are all loving each other and having fun together' is good for a young company but it is just not enough for building up a stronger and more mature and experienced caliber that would be able to sustain the company's growth, once it turns gigantic. Overly flat and collaborate corporate environment to the level young and clueless account managers sitting and raising ideas in senior management team meetings is showing weakness to establish a clear and confident reporting and development environment.  No one wants to turn into the new Microsoft but going overly 'flat' won't solve it",1,3,1,1,2,3,8,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P442.htm
0.994599564036247,apple,"New York, NY"," Sep 22, 2016",Current Employee - Anonymous Employee,Retail,"Great people, great benefits, discounts, pay is alright for retail I guess, good insurance, 401k and stock options.","Awful retail schedule, stores are too busy, dealing with all walks of life, low retention rate, retail store.","Instead of ""bubbling things up to corporate"", focus on the changes you can make in the store.",3,1,3,3,3,2,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P372.htm
0.638027140151202,amazon,"London, England (UK)"," Nov 5, 2018",Current Employee - Amazon Area Manager,Area Manager,A very rewarding employee environment.,A very high pressure environment.,none,5,2,5,5,4,4,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1786.htm
0.821890652684702,amazon,none," Sep 22, 2015",Current Employee - Anonymous Employee,ISS REP,"Benefits, stock, salary, easy work","Long hours, no appreciation, 60 hour weeks, No work life balance",none,3,1,1,3,3,1,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P1338.htm
0.712283452549204,apple,"New Brunswick, NJ"," Sep 20, 2013",Former Employee - Janitor,Janitor,Good people to be around,No way of moving up the food chain,promote,2,4,1,1,2,1,1,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P856.htm
0.165086122670739,google,none," Feb 15, 2014",Former Employee - Anonymous Employee,Awesome!,Working at Google was a Great experience,I'd argue that there aren't any cons,none,5,5,5,5,4,5,1,https://www.glassdoor.com/Reviews/Google-Reviews-E9079_P397.htm
0.508521055267947,apple,"Austin, TX"," May 26, 2017",Current Employee - Anonymous Employee,Senior Program Manager,Opportunities to work on incredibly interesting and complex problems with highly creative people. Austin office offers new hires many opportunities for growth. Employees routinely have management support to look for growth opportunities and the Austin office offers a rotational program for employees who have been with the company over a year.,"Company growth over the past 5 years has added too many opinions (many with little to no experience or authority) and layers of approvals, which delays and/or hampers the decision making process and getting s**t done.",none,4,5,3,4,5,3,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P236.htm
0.626334173724905,microsoft,"Redmond, WA"," Dec 27, 2013",Current Employee - Senior Program Manager,great company to learn diverse software and engineering skills,A lot of people focused on the same type of work. Can be helpful to acquire deep skills.,"Culture has suffered due to growth, lack of clear vision towards the future.","Create a strong vision for cloud, internet services, and content management. Establish a path to growth Microsoft participation in the IT, consumer electronics and software industry. Share it and chase it with energy and conviction. Create a vision that people truly believe in it, and get people really excited. then the company will be like in the '90s.",4,4,3,4,4,3,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P847.htm
0.213576741459845,apple,none," Sep 27, 2017",Current Employee - Anonymous Employee,It's great,Great benefits even for retail stores,Hard getting hired with them,They are cool but can be very micromanaging,5,3,5,5,5,4,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P178.htm
0.846024035376895,amazon,"Brooklyn, NY"," Jan 4, 2018",Former Employee - Stylist,Amazing experience,"Good benefits, very good work environment",Some communication problems within the different teams,none,5,4,5,5,4,5,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P446.htm
0.285682379292002,microsoft,none," Jul 29, 2012",Current Employee - Anonymous Employee,Cold and competitive,"Amazing benefits and compensation. Many perks such as free health club membership and discounts on almost everything. If you live in Redmond (well, you don't really exist if you don't), you are blessed with tons of opportunities to do something different. Lots of training and interesting work. Great computers. Employees are well cared for.","We are required to work like dogs. We are competitively rated on competencies such as collaboration. Counter-intuitive. Everyone is expected to be a star. You must grow or you are managed out. It's often cheaper to have a small team build internal tools rather than buy them. But that means most internal tools used to develop software are very sub standard compared to tools in the marketplace that are developed with more resources. Unnecessarily complex. Entitled and sheltered employees who think a 5% bonus (one of the lowest one can get) is really awful - that's higher than most people get in the real world. Employees have golden handcuffs on their hands that just accept the way the company is and think there's no changing it. People are supposed to change jobs every three years, so no one has any loyalty to each other. Very hard to assimilate as an external hire. If competitors aren't delivering a feature, why would we?",Make Ballmer Chief Operations Office and find a technologist to be the CEO.,2,1,none,4,4,2,1,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1724.htm
0.922657202533658,apple,"New York, NY"," May 31, 2016",Current Employee - Anonymous Employee,Genius,"Building relationships with customers, enriching their lives, and your fellow employees!","Scheduling, and of course some management types,-(","Work with your team, and put your personal aspirations to the back-burner",5,1,5,5,5,3,0,https://www.glassdoor.com/Reviews/Apple-Reviews-E1138_P426.htm
0.513312285865393,microsoft,none," Jul 9, 2017",Current Employee - Anonymous Employee,Amazing place to work,"Supportive culture, flexible work hours, lots of opportunity and a well known brand. Pay is a step up from similar jobs in Australia.","A lot of pressure at certain times of the year, very self-starter so don't expect to have your hand held through induction.",none,5,5,4,5,5,4,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1372.htm
0.2630761694896,amazon,none," Sep 2, 2018",Current Employee - Anonymous Employee,Area Manager II,Learning new things every day,Working 60+ hours in FC. Even worse during peak. Way too much politics and nonsense going on. No work life balance,none,4,1,2,3,3,2,0,https://www.glassdoor.com/Reviews/Amazon-Reviews-E6036_P115.htm
0.894559863722147,microsoft,none," Dec 29, 2013",Current Employee - Anonymous Employee,oversee display network,work life balance and pay,lack of investment in technology,none,2,5,1,3,4,1,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P847.htm
0.735177918545553,microsoft,Riyadh (Saudi Arabia)," Jul 23, 2017",Former Employee - C E O,Microsoft The PRo,Great place to work in,Financially not as much as we hope,More attractive ideas,5,3,5,4,5,5,0,https://www.glassdoor.com/Reviews/Microsoft-Reviews-E1651_P1366.htm
